blue,crop_type,green,nir,nir08,red,rededge1,rededge2,rededge3,swir16,swir22,time,unique_id,x,y
2534,rubber,2758,3746,3880,2512,2795,3550,3792,3241,2562,2022-10-10,PIXEL_0171,0.7817507942320873,7.192224763966062
2548,rubber,2764,3746,3879,2516,2806,3557,3793,3246,2568,2022-10-10,PIXEL_0171,0.7817507942320873,7.192224763966062
1630,rubber,1822,3602,3975,1799,2211,3385,3766,3582,2856,2022-10-30,PIXEL_0171,0.7817507942320873,7.192224763966062
1658,rubber,1838,3591,3963,1800,2211,3377,3765,3567,2852,2022-10-30,PIXEL_0171,0.7817507942320873,7.192224763966062
1544,rubber,1730,3498,3784,1696,2145,3211,3540,3461,2678,2022-11-29,PIXEL_0171,0.7817507942320873,7.192224763966062
1539,rubber,1727,3496,3768,1694,2137,3196,3529,3449,2668,2022-11-29,PIXEL_0171,0.7817507942320873,7.192224763966062
1459,rubber,1697,3544,3932,1612,2166,3378,3726,3324,2358,2022-12-04,PIXEL_0171,0.7817507942320873,7.192224763966062
1482,rubber,1710,3508,3900,1622,2167,3357,3700,3315,2356,2022-12-04,PIXEL_0171,0.7817507942320873,7.192224763966062
1531,rubber,1758,3854,4069,1694,2208,3434,3810,3488,2619,2022-12-09,PIXEL_0171,0.7817507942320873,7.192224763966062
1592,rubber,1792,3830,4046,1718,2223,3425,3806,3474,2614,2022-12-09,PIXEL_0171,0.7817507942320873,7.192224763966062
1491,rubber,1703,3484,3612,1716,2131,3113,3416,3404,2556,2022-12-14,PIXEL_0171,0.7817507942320873,7.192224763966062
1511,rubber,1706,3462,3589,1718,2129,3093,3392,3389,2551,2022-12-14,PIXEL_0171,0.7817507942320873,7.192224763966062
1557,rubber,1695,3214,3414,1728,2088,2914,3174,3454,2735,2022-12-19,PIXEL_0171,0.7817507942320873,7.192224763966062
1550,rubber,1692,3213,3409,1726,2086,2909,3171,3453,2729,2022-12-19,PIXEL_0171,0.7817507942320873,7.192224763966062
1594,rubber,1766,3280,3454,1874,2231,2931,3234,3632,2916,2022-12-29,PIXEL_0171,0.7817507942320873,7.192224763966062
1600,rubber,1766,3272,3446,1874,2228,2923,3224,3623,2911,2022-12-29,PIXEL_0171,0.7817507942320873,7.192224763966062
1572,rubber,1843,3354,3557,1980,2358,3023,3310,3693,2874,2023-01-03,PIXEL_0171,0.7817507942320873,7.192224763966062
1474,rubber,1783,3366,3578,1949,2344,3025,3320,3713,2883,2023-01-03,PIXEL_0171,0.7817507942320873,7.192224763966062
1612,rubber,1865,3432,3581,2000,2343,3036,3275,3764,2991,2023-01-08,PIXEL_0171,0.7817507942320873,7.192224763966062
1742,rubber,1944,3392,3533,2040,2367,3017,3248,3707,2968,2023-01-08,PIXEL_0171,0.7817507942320873,7.192224763966062
1489,rubber,1716,3251,3447,1964,2290,2860,3156,3814,3128,2023-01-18,PIXEL_0171,0.7817507942320873,7.192224763966062
1574,rubber,1770,3200,3394,1982,2296,2838,3121,3775,3108,2023-01-18,PIXEL_0171,0.7817507942320873,7.192224763966062
1894,rubber,2048,3352,3579,2224,2533,3028,3295,4050,3315,2023-01-28,PIXEL_0171,0.7817507942320873,7.192224763966062
1562,rubber,1774,2974,3274,2022,2343,2759,2989,3921,3204,2023-02-02,PIXEL_0171,0.7817507942320873,7.192224763966062
1498,rubber,1736,2978,3290,2008,2336,2763,3000,3943,3210,2023-02-02,PIXEL_0171,0.7817507942320873,7.192224763966062
1678,rubber,1884,2949,3261,2142,2397,2775,3009,4204,3472,2023-02-12,PIXEL_0171,0.7817507942320873,7.192224763966062
1698,rubber,1900,2948,3250,2148,2397,2775,3006,4192,3459,2023-02-12,PIXEL_0171,0.7817507942320873,7.192224763966062
1739,rubber,2204,3400,3649,2528,2832,3174,3396,4081,3317,2023-02-22,PIXEL_0171,0.7817507942320873,7.192224763966062
1767,rubber,2226,3386,3637,2532,2831,3173,3391,4064,3312,2023-02-22,PIXEL_0171,0.7817507942320873,7.192224763966062
1658,rubber,1901,2910,3193,2164,2399,2737,2947,4109,3526,2023-03-04,PIXEL_0171,0.7817507942320873,7.192224763966062
1658,rubber,1900,2908,3189,2160,2395,2735,2944,4107,3520,2023-03-04,PIXEL_0171,0.7817507942320873,7.192224763966062
1745,rubber,1929,2914,3228,2150,2372,2735,2955,4140,3734,2023-03-09,PIXEL_0171,0.7817507942320873,7.192224763966062
1711,rubber,1911,2921,3246,2152,2372,2739,2963,4162,3751,2023-03-09,PIXEL_0171,0.7817507942320873,7.192224763966062
1735,rubber,1942,2893,3093,2180,2373,2777,2933,4112,3603,2023-03-14,PIXEL_0171,0.7817507942320873,7.192224763966062
1736,rubber,1941,2892,3088,2172,2369,2770,2930,4105,3601,2023-03-14,PIXEL_0171,0.7817507942320873,7.192224763966062
1558,rubber,1946,3977,4606,2015,2429,3914,4319,3836,2917,2023-04-13,PIXEL_0171,0.7817507942320873,7.192224763966062
1606,rubber,1971,3962,4556,2018,2436,3897,4294,3821,2909,2023-04-13,PIXEL_0171,0.7817507942320873,7.192224763966062
2924,rubber,2970,4996,5310,2556,3195,4648,5108,4135,3038,2023-04-18,PIXEL_0171,0.7817507942320873,7.192224763966062
2940,rubber,2990,5004,5321,2570,3200,4666,5127,4144,3034,2023-04-18,PIXEL_0171,0.7817507942320873,7.192224763966062
1658,rubber,1996,4908,5675,1756,2449,4645,5372,3677,2531,2023-04-23,PIXEL_0171,0.7817507942320873,7.192224763966062
1640,rubber,1976,4935,5708,1749,2447,4651,5381,3681,2540,2023-04-23,PIXEL_0171,0.7817507942320873,7.192224763966062
1520,rubber,1824,5120,5630,1503,2184,4600,5432,3271,2198,2023-05-08,PIXEL_0171,0.7817507942320873,7.192224763966062
1386,rubber,1750,5311,5843,1426,2155,4724,5586,3284,2194,2023-05-08,PIXEL_0171,0.7817507942320873,7.192224763966062
2324,rubber,2578,5588,6050,2224,2950,5020,5740,3936,2717,2023-06-07,PIXEL_0171,0.7817507942320873,7.192224763966062
2090,rubber,2132,4164,4191,1846,2405,3589,3924,3313,2306,2023-06-12,PIXEL_0171,0.7817507942320873,7.192224763966062
2074,rubber,2126,4156,4198,1847,2400,3598,3936,3310,2304,2023-06-12,PIXEL_0171,0.7817507942320873,7.192224763966062
1664,rubber,1902,3226,3641,1956,2384,3031,3304,4010,3419,2023-07-07,PIXEL_0171,0.7817507942320873,7.192224763966062
1670,rubber,1907,3230,3640,1959,2382,3032,3306,4007,3408,2023-07-07,PIXEL_0171,0.7817507942320873,7.192224763966062
2730,rubber,2566,3642,3906,2158,2522,3528,3859,2529,1814,2023-08-26,PIXEL_0171,0.7817507942320873,7.192224763966062
1449,rubber,1771,4212,4801,1498,2249,4201,4505,3412,2308,2023-09-30,PIXEL_0171,0.7817507942320873,7.192224763966062
1435,rubber,1766,4222,4823,1494,2249,4216,4517,3418,2311,2023-09-30,PIXEL_0171,0.7817507942320873,7.192224763966062
1643,rubber,2058,5421,6056,1674,2587,5112,5613,3857,2480,2023-10-20,PIXEL_0171,0.7817507942320873,7.192224763966062
1740,rubber,2088,5256,5879,1715,2574,4981,5495,3827,2473,2023-10-20,PIXEL_0171,0.7817507942320873,7.192224763966062
1585,rubber,1854,4755,5182,1576,2273,4344,5003,3502,2416,2023-10-25,PIXEL_0171,0.7817507942320873,7.192224763966062
1599,rubber,1858,4707,5127,1582,2265,4302,4956,3491,2412,2023-10-25,PIXEL_0171,0.7817507942320873,7.192224763966062
1492,rubber,1802,4696,5118,1604,2286,4266,4899,3548,2384,2023-10-30,PIXEL_0171,0.7817507942320873,7.192224763966062
1511,rubber,1814,4672,5097,1614,2290,4255,4885,3549,2386,2023-10-30,PIXEL_0171,0.7817507942320873,7.192224763966062
1542,rubber,1836,4547,4843,1709,2326,3969,4586,3495,2477,2023-11-04,PIXEL_0171,0.7817507942320873,7.192224763966062
1553,rubber,1844,4540,4837,1714,2328,3973,4589,3499,2478,2023-11-04,PIXEL_0171,0.7817507942320873,7.192224763966062
1528,rubber,1782,4044,4452,1681,2244,3754,4187,3543,2539,2023-11-09,PIXEL_0171,0.7817507942320873,7.192224763966062
1525,rubber,1778,4032,4451,1679,2246,3755,4185,3548,2541,2023-11-09,PIXEL_0171,0.7817507942320873,7.192224763966062
1610,rubber,1752,3756,4134,1645,2292,3486,3875,3314,2293,2023-11-24,PIXEL_0171,0.7817507942320873,7.192224763966062
1628,rubber,1766,3750,4122,1656,2294,3481,3870,3309,2292,2023-11-24,PIXEL_0171,0.7817507942320873,7.192224763966062
1452,rubber,1698,3758,4131,1560,2191,3584,3811,3160,2146,2023-11-29,PIXEL_0171,0.7817507942320873,7.192224763966062
1438,rubber,1691,3765,4136,1554,2190,3588,3812,3162,2147,2023-11-29,PIXEL_0171,0.7817507942320873,7.192224763966062
1452,rubber,1686,4086,4435,1522,2118,3749,4171,3116,2117,2023-12-09,PIXEL_0171,0.7817507942320873,7.192224763966062
1460,rubber,1689,4062,4407,1527,2116,3726,4145,3111,2111,2023-12-09,PIXEL_0171,0.7817507942320873,7.192224763966062
1522,rubber,1756,4244,4450,1618,2182,3733,4194,3156,2201,2023-12-14,PIXEL_0171,0.7817507942320873,7.192224763966062
1530,rubber,1761,4220,4429,1624,2181,3717,4182,3154,2201,2023-12-14,PIXEL_0171,0.7817507942320873,7.192224763966062
1442,rubber,1668,4023,4228,1580,2098,3595,3994,3179,2182,2023-12-19,PIXEL_0171,0.7817507942320873,7.192224763966062
1439,rubber,1666,4010,4218,1580,2096,3588,3984,3178,2183,2023-12-19,PIXEL_0171,0.7817507942320873,7.192224763966062
1470,rubber,1665,3922,4050,1628,2093,3382,3824,3205,2258,2023-12-24,PIXEL_0171,0.7817507942320873,7.192224763966062
1529,rubber,1701,3871,4005,1653,2108,3348,3778,3191,2260,2023-12-24,PIXEL_0171,0.7817507942320873,7.192224763966062
1520,rubber,1790,3854,4115,1774,2300,3427,3837,3374,2351,2023-12-29,PIXEL_0171,0.7817507942320873,7.192224763966062
1472,rubber,1764,3866,4130,1756,2291,3433,3848,3381,2351,2023-12-29,PIXEL_0171,0.7817507942320873,7.192224763966062
520,rubber,714,2092,2130,755,1110,1614,1881,2535,1676,2022-01-03,PIXEL_0172,1.1533954183955586,6.983339356810612
543,rubber,877,2272,2462,1024,1390,1907,2122,2784,1755,2022-01-08,PIXEL_0172,1.1533954183955586,6.983339356810612
547,rubber,848,2336,2328,993,1354,1792,2069,2982,2043,2022-01-23,PIXEL_0172,1.1533954183955586,6.983339356810612
1880,rubber,2040,2692,2658,2112,2290,2427,2536,3084,2638,2022-01-28,PIXEL_0172,1.1533954183955586,6.983339356810612
2014,rubber,2246,3222,3281,2426,2737,2943,3067,3833,3165,2022-02-07,PIXEL_0172,1.1533954183955586,6.983339356810612
1814,rubber,2004,2968,3031,2202,2395,2571,2779,3857,3383,2022-02-22,PIXEL_0172,1.1533954183955586,6.983339356810612
2594,rubber,2690,3602,3657,2958,3160,3247,3369,4740,4001,2022-02-27,PIXEL_0172,1.1533954183955586,6.983339356810612
1709,rubber,1928,2918,3067,2138,2373,2557,2812,4300,3889,2022-03-04,PIXEL_0172,1.1533954183955586,6.983339356810612
1574,rubber,1856,3010,3226,2178,2440,2639,2865,4457,3928,2022-03-09,PIXEL_0172,1.1533954183955586,6.983339356810612
1556,rubber,1742,2844,3300,1822,2123,2758,3107,3592,2988,2022-05-13,PIXEL_0172,1.1533954183955586,6.983339356810612
1620,rubber,1856,3437,4043,1799,2265,3314,3729,3690,3103,2022-06-02,PIXEL_0172,1.1533954183955586,6.983339356810612
1796,rubber,1936,3666,4231,1782,2269,3661,4054,3494,2482,2022-07-07,PIXEL_0172,1.1533954183955586,6.983339356810612
2162,rubber,2208,4252,4479,2180,2608,3655,4117,3903,2927,2022-08-11,PIXEL_0172,1.1533954183955586,6.983339356810612
2340,rubber,2362,4112,4257,2214,2660,3615,4005,3553,2560,2022-08-21,PIXEL_0172,1.1533954183955586,6.983339356810612
1589,rubber,1954,4764,5110,1554,2382,4180,4839,3322,2200,2022-10-20,PIXEL_0172,1.1533954183955586,6.983339356810612
2188,rubber,2394,4896,5156,2094,2968,4499,4950,3833,2784,2022-10-30,PIXEL_0172,1.1533954183955586,6.983339356810612
1566,rubber,1858,4189,4444,1628,2374,3759,4140,3109,2094,2022-11-14,PIXEL_0172,1.1533954183955586,6.983339356810612
1412,rubber,1794,3806,3919,1628,2238,3312,3694,2982,2102,2022-11-19,PIXEL_0172,1.1533954183955586,6.983339356810612
1706,rubber,1878,3710,3909,1802,2372,3260,3596,3457,2442,2022-12-09,PIXEL_0172,1.1533954183955586,6.983339356810612
1480,rubber,1678,3186,3271,1726,2076,2804,3063,3251,2418,2022-12-19,PIXEL_0172,1.1533954183955586,6.983339356810612
1592,rubber,1792,3352,3379,1861,2248,2835,3098,3578,2666,2022-12-29,PIXEL_0172,1.1533954183955586,6.983339356810612
1896,rubber,2256,3724,3837,2356,2779,3322,3537,3902,2893,2023-01-03,PIXEL_0172,1.1533954183955586,6.983339356810612
1680,rubber,1899,3442,3597,2070,2474,3039,3304,3863,2891,2023-01-08,PIXEL_0172,1.1533954183955586,6.983339356810612
1826,rubber,1990,3072,3090,2130,2360,2708,2888,3347,2736,2023-01-13,PIXEL_0172,1.1533954183955586,6.983339356810612
1531,rubber,1706,2451,2536,1908,2015,2214,2386,3198,2842,2023-01-18,PIXEL_0172,1.1533954183955586,6.983339356810612
1628,rubber,1770,2686,2728,1996,2195,2383,2506,4084,3657,2023-02-02,PIXEL_0172,1.1533954183955586,6.983339356810612
2770,rubber,3036,3910,3989,3136,3392,3636,3829,4417,3842,2023-02-17,PIXEL_0172,1.1533954183955586,6.983339356810612
2342,rubber,2744,3906,4025,3036,3386,3540,3773,4778,3884,2023-02-22,PIXEL_0172,1.1533954183955586,6.983339356810612
1582,rubber,1813,2864,3002,2078,2335,2527,2698,4219,3736,2023-03-04,PIXEL_0172,1.1533954183955586,6.983339356810612
2098,rubber,2238,3222,3386,2350,2671,2901,3137,4711,4306,2023-03-09,PIXEL_0172,1.1533954183955586,6.983339356810612
1768,rubber,1974,3178,3298,2116,2479,2877,3030,4507,3988,2023-03-14,PIXEL_0172,1.1533954183955586,6.983339356810612
1778,rubber,2050,3746,3830,2056,2532,3279,3623,4143,3540,2023-03-29,PIXEL_0172,1.1533954183955586,6.983339356810612
1949,rubber,2064,3519,3766,2334,2612,3175,3539,4694,4370,2023-05-08,PIXEL_0172,1.1533954183955586,6.983339356810612
1607,rubber,1894,3874,4174,1883,2347,3469,3793,4087,3228,2023-06-12,PIXEL_0172,1.1533954183955586,6.983339356810612
1638,rubber,1933,5048,5228,1628,2371,4274,4937,3836,2671,2023-07-07,PIXEL_0172,1.1533954183955586,6.983339356810612
1562,rubber,1876,3840,4398,1796,2347,3613,3944,3544,2476,2023-08-11,PIXEL_0172,1.1533954183955586,6.983339356810612
1389,rubber,1712,3876,3853,1565,2235,3387,3581,3457,2484,2023-09-30,PIXEL_0172,1.1533954183955586,6.983339356810612
2021,rubber,2344,4863,4857,2186,2878,4137,4514,4212,3121,2023-10-30,PIXEL_0172,1.1533954183955586,6.983339356810612
1452,rubber,1738,4343,4272,1598,2391,3600,4020,3558,2650,2023-11-04,PIXEL_0172,1.1533954183955586,6.983339356810612
1660,rubber,1896,4540,4341,1652,2348,3653,4106,3659,2747,2023-11-14,PIXEL_0172,1.1533954183955586,6.983339356810612
1436,rubber,1754,4255,4579,1502,2241,3955,4313,3297,2287,2023-11-29,PIXEL_0172,1.1533954183955586,6.983339356810612
1454,rubber,1735,3974,4356,1538,2171,3760,4131,3221,2262,2023-12-09,PIXEL_0172,1.1533954183955586,6.983339356810612
1656,rubber,1902,4208,4452,1742,2372,3788,4221,3355,2414,2023-12-14,PIXEL_0172,1.1533954183955586,6.983339356810612
1493,rubber,1741,3883,4161,1605,2238,3543,3886,3310,2408,2023-12-19,PIXEL_0172,1.1533954183955586,6.983339356810612
1541,rubber,1762,3720,3867,1741,2290,3280,3605,3423,2544,2023-12-24,PIXEL_0172,1.1533954183955586,6.983339356810612
1638,rubber,1911,3728,3798,1919,2442,3286,3536,3583,2657,2023-12-29,PIXEL_0172,1.1533954183955586,6.983339356810612
626,rubber,832,1994,2204,1040,1258,1671,1901,2688,1872,2022-01-03,PIXEL_0173,1.0295420726877025,7.012834946795119
628,rubber,903,2176,2446,1112,1433,1855,2120,2886,1901,2022-01-08,PIXEL_0173,1.0295420726877025,7.012834946795119
697,rubber,995,2366,2417,1338,1516,1861,2090,3141,2332,2022-01-23,PIXEL_0173,1.0295420726877025,7.012834946795119
1971,rubber,2116,2966,3123,2342,2549,2744,2893,3891,3149,2022-01-28,PIXEL_0173,1.0295420726877025,7.012834946795119
2192,rubber,2504,3634,3845,2810,3097,3279,3455,4486,3494,2022-02-07,PIXEL_0173,1.0295420726877025,7.012834946795119
2404,rubber,2562,3546,3734,2838,3011,3189,3447,4569,3721,2022-02-12,PIXEL_0173,1.0295420726877025,7.012834946795119
1628,rubber,1938,2680,3027,2256,2438,2596,2802,3717,2896,2022-02-17,PIXEL_0173,1.0295420726877025,7.012834946795119
2066,rubber,2248,3208,3456,2534,2741,2958,3156,4277,3561,2022-02-22,PIXEL_0173,1.0295420726877025,7.012834946795119
4852,rubber,5228,5428,6305,5828,5601,5673,5907,6522,5252,2022-02-27,PIXEL_0173,1.0295420726877025,7.012834946795119
1690,rubber,1904,2952,3253,2256,2473,2661,2916,4382,3673,2022-03-04,PIXEL_0173,1.0295420726877025,7.012834946795119
1770,rubber,2028,3196,3510,2436,2663,2919,3117,4520,3696,2022-03-09,PIXEL_0173,1.0295420726877025,7.012834946795119
1661,rubber,1988,4140,4889,1819,2425,4063,4641,3698,2638,2022-05-08,PIXEL_0173,1.0295420726877025,7.012834946795119
1456,rubber,1722,3850,4301,1534,2068,3534,4245,3247,2367,2022-05-13,PIXEL_0173,1.0295420726877025,7.012834946795119
1341,rubber,1737,3919,4475,1860,2288,3642,4115,3808,2833,2022-05-18,PIXEL_0173,1.0295420726877025,7.012834946795119
1524,rubber,1725,3431,3906,1637,2066,3206,3767,3471,2666,2022-06-02,PIXEL_0173,1.0295420726877025,7.012834946795119
1682,rubber,1918,4412,5355,1624,2296,4288,4942,3596,2272,2022-06-17,PIXEL_0173,1.0295420726877025,7.012834946795119
1504,rubber,1734,4259,4841,1466,2131,3916,4535,3104,2014,2022-07-07,PIXEL_0173,1.0295420726877025,7.012834946795119
1550,rubber,1788,3608,4147,1824,2211,3215,3734,3630,2623,2022-08-11,PIXEL_0173,1.0295420726877025,7.012834946795119
2036,rubber,1972,3410,3821,1824,2268,3196,3609,2851,2439,2022-10-10,PIXEL_0173,1.0295420726877025,7.012834946795119
1550,rubber,1768,3952,4741,1582,2151,3747,4213,3201,2125,2022-10-20,PIXEL_0173,1.0295420726877025,7.012834946795119
1487,rubber,1706,3680,4459,1524,2081,3520,3989,3046,2069,2022-10-30,PIXEL_0173,1.0295420726877025,7.012834946795119
1626,rubber,1872,4199,4860,1674,2309,4043,4404,3644,2341,2022-11-14,PIXEL_0173,1.0295420726877025,7.012834946795119
1486,rubber,1726,3705,4232,1570,2121,3457,4034,3259,2267,2022-11-19,PIXEL_0173,1.0295420726877025,7.012834946795119
1520,rubber,1722,3132,3450,1780,2150,2837,3137,3578,2620,2022-12-14,PIXEL_0173,1.0295420726877025,7.012834946795119
1525,rubber,1644,2860,3139,1768,2039,2597,2877,3445,2659,2022-12-19,PIXEL_0173,1.0295420726877025,7.012834946795119
1643,rubber,1806,3150,3325,2014,2288,2765,3005,3783,2943,2022-12-29,PIXEL_0173,1.0295420726877025,7.012834946795119
1946,rubber,2182,3522,3709,2396,2702,3177,3403,4141,3104,2023-01-03,PIXEL_0173,1.0295420726877025,7.012834946795119
1632,rubber,1881,3416,3560,2180,2533,2906,3226,4055,3088,2023-01-08,PIXEL_0173,1.0295420726877025,7.012834946795119
2192,rubber,2388,3732,3903,2700,2981,3325,3528,4303,3260,2023-01-13,PIXEL_0173,1.0295420726877025,7.012834946795119
1588,rubber,1847,3136,3250,2198,2388,2656,2950,4024,3179,2023-01-18,PIXEL_0173,1.0295420726877025,7.012834946795119
1664,rubber,1857,3040,3315,2264,2424,2692,2928,4113,3195,2023-01-28,PIXEL_0173,1.0295420726877025,7.012834946795119
1586,rubber,1782,2754,2990,2056,2229,2459,2656,4156,3279,2023-02-02,PIXEL_0173,1.0295420726877025,7.012834946795119
2048,rubber,2076,2534,3116,2212,2492,2667,2837,4116,3401,2023-02-12,PIXEL_0173,1.0295420726877025,7.012834946795119
1961,rubber,2310,3330,3699,2716,3014,3155,3338,4621,3680,2023-02-22,PIXEL_0173,1.0295420726877025,7.012834946795119
1606,rubber,1732,2548,2918,1946,2230,2417,2597,4172,3614,2023-03-04,PIXEL_0173,1.0295420726877025,7.012834946795119
1758,rubber,1764,2050,2233,1739,1902,2041,2157,2604,2138,2023-03-09,PIXEL_0173,1.0295420726877025,7.012834946795119
3962,rubber,4086,4896,5220,4260,4587,4800,4894,6114,5246,2023-03-14,PIXEL_0173,1.0295420726877025,7.012834946795119
1852,rubber,2102,3712,4055,2102,2452,3385,3833,4020,3347,2023-03-29,PIXEL_0173,1.0295420726877025,7.012834946795119
1698,rubber,2023,3762,4577,2104,2511,3688,4117,4113,3279,2023-04-13,PIXEL_0173,1.0295420726877025,7.012834946795119
1624,rubber,1896,3798,4140,1838,2282,3282,3716,3987,3161,2023-05-08,PIXEL_0173,1.0295420726877025,7.012834946795119
1468,rubber,1726,4072,4555,1566,2119,3802,4275,3521,2440,2023-06-12,PIXEL_0173,1.0295420726877025,7.012834946795119
2066,rubber,2246,3762,4025,1892,2194,3318,3701,3143,2407,2023-08-11,PIXEL_0173,1.0295420726877025,7.012834946795119
1809,rubber,2012,4663,5055,1688,2343,4130,4713,3383,2151,2023-09-20,PIXEL_0173,1.0295420726877025,7.012834946795119
1692,rubber,1896,4617,5109,1573,2241,4056,4657,3508,2281,2023-09-25,PIXEL_0173,1.0295420726877025,7.012834946795119
1353,rubber,1632,4220,4489,1383,2013,3728,4179,3048,1988,2023-09-30,PIXEL_0173,1.0295420726877025,7.012834946795119
1917,rubber,2128,4480,4642,1810,2380,3904,4311,3179,2175,2023-10-15,PIXEL_0173,1.0295420726877025,7.012834946795119
1509,rubber,1754,4052,4493,1514,2115,3654,4309,3306,2268,2023-10-25,PIXEL_0173,1.0295420726877025,7.012834946795119
1470,rubber,1730,4176,4556,1550,2194,3802,4191,3508,2411,2023-10-30,PIXEL_0173,1.0295420726877025,7.012834946795119
1423,rubber,1660,4104,4433,1511,2119,3600,4131,3302,2278,2023-11-04,PIXEL_0173,1.0295420726877025,7.012834946795119
1645,rubber,1824,3806,4242,1672,2209,3432,3848,3481,2515,2023-11-14,PIXEL_0173,1.0295420726877025,7.012834946795119
1525,rubber,1691,3177,3570,1670,2085,2973,3237,3457,2569,2023-11-29,PIXEL_0173,1.0295420726877025,7.012834946795119
1579,rubber,1756,3110,3388,1854,2164,2817,3076,3756,2915,2023-12-09,PIXEL_0173,1.0295420726877025,7.012834946795119
1754,rubber,1912,3222,3499,2044,2340,2914,3186,3883,3089,2023-12-14,PIXEL_0173,1.0295420726877025,7.012834946795119
1610,rubber,1808,3047,3273,1930,2217,2685,2971,3897,3047,2023-12-19,PIXEL_0173,1.0295420726877025,7.012834946795119
1636,rubber,1785,3107,3229,1978,2233,2687,2978,3898,3125,2023-12-24,PIXEL_0173,1.0295420726877025,7.012834946795119
1664,rubber,1910,3250,3478,2164,2480,2902,3162,4102,3147,2023-12-29,PIXEL_0173,1.0295420726877025,7.012834946795119
498,rubber,697,2274,2430,772,1189,1810,2194,2733,1718,2022-01-03,PIXEL_0174,0.9337611069995536,7.017832900073927
493,rubber,868,2314,2672,993,1435,2005,2272,2906,1831,2022-01-08,PIXEL_0174,0.9337611069995536,7.017832900073927
584,rubber,830,2386,2549,1142,1495,1881,2138,3304,2278,2022-01-23,PIXEL_0174,0.9337611069995536,7.017832900073927
1881,rubber,1966,2368,2600,2060,2230,2322,2381,3196,2867,2022-01-28,PIXEL_0174,0.9337611069995536,7.017832900073927
2002,rubber,2040,2506,2810,2194,2361,2497,2607,3930,3533,2022-02-12,PIXEL_0174,0.9337611069995536,7.017832900073927
1928,rubber,2070,2840,3036,2206,2421,2636,2801,4173,3797,2022-02-22,PIXEL_0174,0.9337611069995536,7.017832900073927
1928,rubber,2020,2848,3188,2260,2574,2656,2876,4786,4172,2022-02-27,PIXEL_0174,0.9337611069995536,7.017832900073927
1656,rubber,1812,2656,2927,1938,2203,2457,2659,4210,3856,2022-03-04,PIXEL_0174,0.9337611069995536,7.017832900073927
1696,rubber,1838,2714,3009,2040,2348,2529,2786,4465,4074,2022-03-14,PIXEL_0174,0.9337611069995536,7.017832900073927
2078,rubber,2284,3438,3745,2404,2766,3204,3398,4750,4084,2022-03-29,PIXEL_0174,0.9337611069995536,7.017832900073927
1666,rubber,2042,4940,5123,1736,2483,4408,4795,3743,2725,2022-05-08,PIXEL_0174,0.9337611069995536,7.017832900073927
1438,rubber,1776,4736,4766,1461,2217,4027,4576,3541,2659,2022-05-13,PIXEL_0174,0.9337611069995536,7.017832900073927
1187,rubber,1764,4868,5106,1570,2420,4264,4646,3772,2785,2022-05-18,PIXEL_0174,0.9337611069995536,7.017832900073927
1461,rubber,1741,4393,4529,1511,2211,3776,4260,3610,2710,2022-06-02,PIXEL_0174,0.9337611069995536,7.017832900073927
1444,rubber,1664,3720,3991,1664,2201,3075,3610,3930,2904,2022-08-11,PIXEL_0174,0.9337611069995536,7.017832900073927
1530,rubber,1828,4296,4659,1582,2366,3758,4196,3727,2521,2022-09-25,PIXEL_0174,0.9337611069995536,7.017832900073927
1670,rubber,1990,4500,4914,1716,2503,4033,4641,3535,2550,2022-10-10,PIXEL_0174,0.9337611069995536,7.017832900073927
1534,rubber,1783,4304,4576,1502,2249,3819,4323,3327,2295,2022-10-20,PIXEL_0174,0.9337611069995536,7.017832900073927
1515,rubber,1795,4348,4623,1468,2310,3903,4401,3247,2217,2022-10-30,PIXEL_0174,0.9337611069995536,7.017832900073927
2142,rubber,2442,4608,4954,2332,2952,4315,4626,3851,2753,2022-11-14,PIXEL_0174,0.9337611069995536,7.017832900073927
1490,rubber,1709,3684,4012,1568,2250,3301,3705,3437,2497,2022-11-29,PIXEL_0174,0.9337611069995536,7.017832900073927
1944,rubber,2170,4050,4494,2062,2973,3950,4203,4234,3142,2022-12-04,PIXEL_0174,0.9337611069995536,7.017832900073927
1461,rubber,1680,3630,3922,1590,2211,3191,3525,3622,2616,2022-12-09,PIXEL_0174,0.9337611069995536,7.017832900073927
1472,rubber,1667,3402,3683,1648,2195,3047,3305,3583,2584,2022-12-14,PIXEL_0174,0.9337611069995536,7.017832900073927
1532,rubber,1646,3117,3344,1678,2120,2756,3013,3718,2877,2022-12-19,PIXEL_0174,0.9337611069995536,7.017832900073927
1596,rubber,1766,3256,3416,1877,2338,2783,3051,4228,3329,2022-12-29,PIXEL_0174,0.9337611069995536,7.017832900073927
1910,rubber,2184,3540,3748,2372,2769,3176,3400,4352,3310,2023-01-03,PIXEL_0174,0.9337611069995536,7.017832900073927
1974,rubber,2190,3592,3788,2428,2797,3198,3430,4460,3411,2023-01-13,PIXEL_0174,0.9337611069995536,7.017832900073927
1531,rubber,1676,2712,2699,1872,2113,2255,2436,3526,3171,2023-01-18,PIXEL_0174,0.9337611069995536,7.017832900073927
3934,rubber,3614,4712,4299,3544,3998,3989,4130,5527,4415,2023-01-28,PIXEL_0174,0.9337611069995536,7.017832900073927
1386,rubber,1519,1905,2071,1614,1783,1857,1921,2479,2169,2023-02-02,PIXEL_0174,0.9337611069995536,7.017832900073927
